page,column,line,source,page_score,row
294,1,"Unander, H. S., löjtn., Lidingö, 15320—13100",ref_text,1505,17
294,1,"Unger, A., kanslisekr., Lidingö, 9080—6200",ref_text,1505,18
294,1,"Upmark, G., fil. lic., Storängen, 9595—8400",ref_text,1505,19
294,1,"Upmark, J., godsäg., Västerhaninge, 2450 —7300",ref_text,1505,20
294,1,"Jpplands ensk. bank, Norrtälje, 58602—",ref_text,1505,21
294,1,"Upplands ensk. bank, Sigtuna, 4240—",ref_text,1505,22
294,1,"Uppling, C. E., byggm., Lidingö, 4000 4000",ref_text,1505,23
294,1,"Wachtmeister, G., grefvinna, Nynäshamn, 2900—4600",ref_text,1505,24
294,1,"Wærn, C. V., köpman, Storängen, 19477 —10000",ref_text,1505,25
294,2,"Wahlberg, F. R., bankdir., Drottningholm, 13030—20800",ref_text,1505,1
294,2,"Wahlberg, C., bokhåll., Djursholm, 7420—6400",ref_text,1505,2
294,2,"Wahlberg, V., godsäg., Värmdö, 2480—7800",ref_text,1505,3
294,2,"Wahlberg, F. G., grossh., Saltsjöbaden, 3749—22200",ref_text,1505,4
294,2,"Wahlberg, B., kapten, Vaxholm, 4850—4000",ref_text,1505,5
294,2,"Wahlberg, E., kapten, Djursholm, 5760—7200",ref_text,1505,6
294,2,"Wahlberg, J. H. V., kapten, Oscar Fredriksborg, 4090—3600",ref_text,1505,7
294,2,"Wahlberg, J. A., litteratör, Nacka, 3920 —4000",ref_text,1505,8
294,2,"Wahlberg, A. L., sjökapten, Värmdö, 4390—7400",ref_text,1505,9
294,2,"Wahlberg, J. H., sjökapt., Vermdö, —4500",ref_text,1505,10
294,2,"Wahlberg, H., änkefru, Drottningholm, 3000—14400",ref_text,1505,11
294,2,"Wahlbom, A., lärarinna, Saltsjöbaden, 1781—4800",ref_text,1505,12
294,2,"Wahlenius, G. W., dir., Saltsjöbaden, 10600—8900",ref_text,1505,13
294,2,"Wahlgren, F. V., byggm., Lidingö, 4500 —3900",ref_text,1505,14
294,2,"Wahlgren, A. J., not., Lidingö, 7430—6500",ref_text,1505,15
294,2,"Wahlund, J., borgm., Östhammar, 4290 --3700",ref_text,1505,16
294,2,"Wahlund, J. E., handl., Saltsjöbaden, 4437—3500",ref_text,1505,17
294,2,"Wahlman, T. C. N., kapten, Solna, 5360—4100",ref_text,1505,18
294,2,"Wahlman, J. L., prof., Danderyd, 6470—6100",ref_text,1505,19
294,2,"Wahrolin, C., fröken, Djursholm, 2040 —16100",ref_text,1505,20
294,2,"Waldenström, A. V., afd.-chef, Salem, 5270—4600",ref_text,1505,21
294,2,"Waldenström, L. E., civiling., Djursholm, 5020—4200",ref_text,1505,22
294,2,"Waldenström, E., kammarrättssekr., Li- dingö, 5200—4500",ref_text,1505,23
294,2,"Waldenström, P. P.; lektor, Lidingö, 14850—11600",ref_text,1505,24
294,2,"Valentin, F., dir., Lidingö, 3080—16500",ref_text,1505,25
294,2,"Vall, A., Solna, 7670—7100",ref_text,1505,26
295,1,"Wall, C. J., dir., Solna, 5890—26200",ref_text,1705,1
295,1,"Wall, K. W., fröken, Djursholm, 3690 —5600",ref_text,1705,2
295,1,"Wall, C. J., reger.-råd, Dj:holm, 13210 —15300",ref_text,1705,3
295,1,"Wall, S. D., veterinär, Brännkyrka, 5000 —4600",ref_text,1705,4
295,1,"Wallander, A., konstnär, Stocksund, 9900 —10900",ref_text,1705,5
295,1,"Walldén, E., änkefru, Össeby-Garn, 9145 —14600",ref_text,1705,6
295,1,"Wallén, C. A. J., jur. kand., Solna, 5430 —4800",ref_text,1705,7
295,1,"Wallgren, Hj., fil. d:r, Brännkyrka, 17130 —16500",ref_text,1705,8
295,1,"Wallgren, J. K., kassör, Djursholm, 7270—8000",ref_text,1705,9
295,1,"Wallin, G. N. M., Hammarby, —4600",ref_text,1705,10
295,1,"Wallin, O. H., amanuens, Lidingö, 4300 —4000",ref_text,1705,11
295,1,"Wallin, P. O., godsäg., Ekerö, 4290—9600",ref_text,1705,12
295,1,"Wallin, J. M., gästgifv., Norrsunda, 2600—4800",ref_text,1705,13
295,1,"Wallin, B. V., prokurist, Lidingö, 5450—4600",ref_text,1705,14
295,1,"Wallmark, J. G., dir., Solna, 8620—7900",ref_text,1705,15
295,1,"Wallqvist, A., kamrer, Storängen, 7900—8900",ref_text,1705,16
295,1,"Wallstersson, C. J., prost, Färentuna, 4840 —16800",ref_text,1705,17
295,1,"Wallöf, Isak, f. d. järnv.-tjm., Södertälje, 3830—4000",ref_text,1705,18
295,1,"Vanselin, F., veterinär, Västerhaninge, 4710—4500",ref_text,1705,19
295,1,"Warfvinge, K. H., civiling., Dj:holm, 4170—5400",ref_text,1705,20
295,1,"Warfvinge, E., lärarinna, Dj:holm, 5780—7100",ref_text,1705,21
295,1,"Warfvinge, S., lär:a, Dj:holm, 4260—5700",ref_text,1705,22
295,1,"Wasastierna, A., godsäg., Grödinge, 820 —14000",ref_text,1705,23
295,1,"Vasseur, E., godsäg., Danderyd, 4420—500",ref_text,1705,24
295,1,"Wawrinsky, R. A., f. d. medicinalråd, Saltsjöbaden, 16089—31400",ref_text,1705,25
295,1,"Wawrinsky, T. E., ångb.-befälh., Saltsjöbaden, 4359—3900",ref_text,1705,26
295,1,"Way-Mathiesen, G., civiling., Dj:holm 7860—11400",ref_text,1705,27
295,2,"Wedelin, A., bokhåll., Norrviken, 4790—5700",ref_text,1705,1
295,2,"Weichert, A., disp., Saltsjöbaden, 9000—8200",ref_text,1705,2
295,2,"Veijber, D. E. F., förv., Salem, 4660—4900",ref_text,1705,3
295,2,"Weis, Emil, grossh., Saltsjöbaden, —8500",ref_text,1705,4
295,2,"Welin, P. A., dir., Lidingö, 18000—17400",ref_text,1705,5
295,2,"Veltin, A. A. A., köpman, Lidingö, 5000 —5000",ref_text,1705,6
295,2,"Weman, K., dir., Nynäshamn, 9800—8300",ref_text,1705,7
295,2,"Weman, A., f. d. källarm., Skå, 100—6500",ref_text,1705,8
295,2,"Wendbladh, I., kyrkoh., Harg, 4540—5300",ref_text,1705,9
295,2,"Wendell, Ernst, ing., Lidingö, —21900",ref_text,1705,10
295,2,"Wengelin, F. G., handl., Öfver-Järna, 6785—9400",ref_text,1705,11
295,2,"Wengelin, J. F., verkm., Sundbyberg, 3950—7100",ref_text,1705,12
295,2,"Wennberg, E. J. A., disp., Dj:holm, 20100—27200",ref_text,1705,13
295,2,"Wennborg, J. D., handl., Djursholm, 2720—4000",ref_text,1705,14
295,2,"Vennerholm, J. A., kontorschef, Salem 4200—3600",ref_text,1705,15
295,2,"Wennersten, H., postm., Norrtälje, 4565—4100",ref_text,1705,16
295,2,"Wennerström, K. A., handlande, Lidingö —18400",ref_text,1705,17
295,2,"Vennerström, G., G., kapten, Vaxholm 5200—4900",ref_text,1705,18
295,2,"Wennerström, N., d:r, Södertälje, 5000—",ref_text,1705,19
295,2,"Verner, O., kapten, Djursholm, 6850—6200",ref_text,1705,20
295,2,"Wernstedt, C. L., sekr., Lidingö, 8980-30400",ref_text,1705,21
295,2,"Wessberg, A., änkefru, Djursholm, 5430—9700",ref_text,1705,22
295,2,"Wesström, J. A., ing., Sollentuna, 7100 -10300",ref_text,1705,23
295,2,"Westberg, O., provinsialläkare, Rimbo 10500—10500",ref_text,1705,24
295,2,"Westberg, J. S., tjm., Sundbyberg, 4230-3500",ref_text,1705,25
295,2,"Westerberg, K. A., gårdsäg., Södertälje 1260—4600",ref_text,1705,26
295,2,"Westerberg, A. T., handl., Norrsunda 2900—4100",ref_text,1705,27
295,2,"Westerberg, C. A. A., ing., Djursholm 7920—7200",ref_text,1705,28
296,1,"Westerberg, N., ing., Djursholm, 10650—11700",ref_text,1770,1
296,1,"Westerberg, K. J. M., ångb.-befälh., Gustafsberg, 7170—6700",ref_text,1770,2
296,1,"Westerlind, A. E., byråing., Saltsjöbaden, 6307—6700",ref_text,1770,3
296,1,"Vesterstrandh, Hj. folkhögskoleförest., Väddö, 4200—3800",ref_text,1770,4
296,1,"Westerström, K. W., Solna, 8500—",ref_text,1770,5
296,1,"Westfelt, A., dir., Öster-Tälje, 25400— 23400",ref_text,1770,6
296,1,"Westholm, J. S., arkitekt, Norrviken, 4900—7200",ref_text,1770,7
296,1,"Westin, A., kyrkoh., Skånella, 2846—4000",ref_text,1770,8
296,1,"Westling, O. F., sjökapten, Skånella, 6475—5900",ref_text,1770,9
296,1,"Westman, E. C., arkitekt, Saltsjöbaden, 12300—12900",ref_text,1770,10
296,1,"Westman, J. A., revisor, Saltsjöbaden, 4572—4300",ref_text,1770,11
296,1,"Vestphal, J. H. C., disp., Salem, 5000—6400",ref_text,1770,12
296,1,"Westring, Hj., justitieråd, Dj:holm, 36000 —36300",ref_text,1770,13
296,1,"Wetter, S. E., löjtn., Lidingö, 3030—5700",ref_text,1770,14
296,1,"Vetterlein, E. V., grossh., Saltsjöbaden, —10900",ref_text,1770,15
296,1,"af Wetterstedt, C. G., frih., öfverstelöjtn., Storängen, 8074—9600",ref_text,1770,16
296,1,"af Wetterstedt, N. V. U., frih., öfverste- löjtn., Rindö, 7740—7000",ref_text,1770,17
296,1,"Weyland, J. A., ing., Djursholm, 17530 —14100",ref_text,1770,18
296,1,"Weynert, G. R. A., kontorist, Djursholm, 4850—4400",ref_text,1770,19
296,1,"Whitlock, A., skolförest:a, Djursholm, 540—4700",ref_text,1770,20
296,1,"Wibom, J., godsäg., Saltsjöbaden, 9900—25400",ref_text,1770,21
296,1,"Wibom, K. G. O., godsäg., Vätö, 3640—5200",ref_text,1770,22
296,1,"Wibom, M., godsäg., Solna, 16710—29700",ref_text,1770,23
296,1,"Wibom,E.,hofr.-not.,Solna,4940—10000",ref_text,1770,24
296,1,"Wibom,O.,änkefru,Solna,8100—19800",ref_text,1770,25
296,1,"Wibäck, J. A., trädgårdsm., Lofö, 4170 —4300",ref_text,1770,26
296,1,"Wickbom, S., rektor, Djursholm, 6300—6100",ref_text,1770,27
296,1,"Wickström, C. J. A. T., öfverste, Rindö, 8820—7200",ref_text,1770,28
296,1,"Widberg, L., ing., Nynäshamn, 6685—6000",ref_text,1770,29
296,1,"Widberg, J. A., järnv.-tjm., Norrviken, 4040—3600",ref_text,1770,30
296,2,"Widblad, A., arrendator, Brännkyrka, 8100—16400",ref_text,1770,1
296,2,"Wide, E. A., kamrer, Djursholm, 8490—8200",ref_text,1770,2
296,2,"Videll, A., veterinär, Schebo bruk, 5190—4500",ref_text,1770,3
296,2,"Wideman, J. A. B., köpman, Lidingö, —9500",ref_text,1770,4
296,2,"Widén, P. G., advokatfiskal, Lidingö, 5340 —14200",ref_text,1770,5
296,2,"Widén, C. G., disp., Bromma, 6000—5400",ref_text,1770,6
296,2,"Widholm, G., artist, Lidingö, 11000—10000",ref_text,1770,7
296,2,"Widing, S. V., försäkr.-insp., Saltsjöbaden, 6743—10300",ref_text,1770,8
296,2,"Widlund, K. E., bokhåll., Norrviken, 10490 —9300",ref_text,1770,9
296,2,"Vidlund, Vilh., dir., Salem, 5400—5200",ref_text,1770,10
296,2,"Widman, J. H., pastor, Brännkyrka, 4850—9300",ref_text,1770,11
296,2,"Widmark, E. O., kapten, Rindö, 4760—4200",ref_text,1770,12
296,2,"Widmark, F. O., kapten, Värmdö, 5280—4100",ref_text,1770,13
296,2,"Vidstrand, O. V., bokförl., Storängen, 1900—17200",ref_text,1770,14
296,2,"Widstrand, R. B., köpman, Lidingö, 7490—6300",ref_text,1770,15
296,2,"Widström, C. G., hofr.-not., Lidingö, 7670—6700",ref_text,1770,16
296,2,"Wiech, C., fru, Norrviken, 5300—5800",ref_text,1770,17
296,2,"Vigelsbo grufintressenter, Valö, 10800—10800",ref_text,1770,18
296,2,"Wijkmark, E. G. U., pastor, Svartsjö, 4120—4800",ref_text,1770,19
296,2,"Wikander, G., dir., Ösmo, 1200—188500",ref_text,1770,20
296,2,"Wikert, E., ing., Lidingö, 5020—4300",ref_text,1770,21
296,2,"Viking, V. A:son, ing., Brännkyrka, 4320—4000",ref_text,1770,22
296,2,"Wikland, F., aktuarie, Djursholm, 8030 —6600",ref_text,1770,23
296,2,"Wikland, S. R., dir., Lidingö, 7890—6800",ref_text,1770,24
296,2,"Wiklund, F., fil. lic., Djursholm, 5030—4100",ref_text,1770,25
296,2,"Wiklund, E., grossh., Almunge, 6930—",ref_text,1770,26
296,2,"Wiklund, B. E., t. f. revisor, Enskede, 4970—4600",ref_text,1770,27
296,2,"Vikmark, C. R., lärare, Bromma, 5835—4900",ref_text,1770,28
296,2,"Vikmark, F. G., revisor, Stocksund, 5350—5000",ref_text,1770,29
296,2,"Vikström, K. A., grossh., Saltsjöbaden, —6800",ref_text,1770,30
297,1,"Vilberforce, V., generalagent, Lidingö, 7000—7000",ref_text,1740,1
297,1,"Willners, J., kamrer, Stocksund, 7500—4600",ref_text,1740,2
297,1,"hustru, 900—800",ref_text,1740,3
297,1,"Wilson, W. H., fabrikör, Solna, 5010—5700",ref_text,1740,4
297,1,"Wilstrup, T. L., dir., Storängen, 9932—9300",ref_text,1740,5
297,1,"Wiman, S., kapten, Lidingö, 4120—7100",ref_text,1740,6
297,1,"Wimmerstedt, K. A. R., kassör, Stocksund, 5450—5100",ref_text,1740,7
297,1,"Vinberg, N. A. J. H., agent, Barkarby, 5540—4600",ref_text,1740,8
297,1,"Wincau, S., kapten, Lidingö, 4120—7100",ref_text,1740,9
297,1,"Vinge, F. G. E., kamrer, Danderyd, 6160—4800",ref_text,1740,10
297,1,"Wingstrand, J. A., ing., Lidingö, 5690—5200",ref_text,1740,11
297,1,"af Winklerfelt, C. R., kassör, Sundbyberg, 3830—5000",ref_text,1740,12
297,1,"Winqvist, J. E., sekr., Bromsten, 3640—4700",ref_text,1740,13
297,1,"Winroth, E. G. P., kapten, Solna, 5460—5300",ref_text,1740,14
297,1,"Wirén, E. G., köpman, Stocksund, 5600—5600",ref_text,1740,15
297,1,"Wirén, J., litteratör, Norrtälje, 4000—3400",ref_text,1740,16
297,1,"Wirenius, N. G., verkm., Dufbo, 4500—4000",ref_text,1740,17
297,1,"Virgin, C. P. F., banktjm., Solna, 5500—5800",ref_text,1740,18
297,1,"Virgin, G., med. d:r, Djursholm, 10490—13100",ref_text,1740,19
297,1,"Wising, C. P. A., dir., Saltsjöbaden, 16906—21700",ref_text,1740,20
297,1,"Wolf, E. L. H., f. d. konsul, Nacka, —5200",ref_text,1740,21
297,1,"Wolfbrandt, E. G., v. pastor, Östhammar, 4246—4200",ref_text,1740,22
297,1,"Vougt, C. F., kansliråd, Djursholm, 20860 —22600",ref_text,1740,23
297,1,"Voxén, E., kronolänsm., Össebygarn, 5267—4500",ref_text,1740,24
297,1,"Wrangel, C. G., frih., fältint., Lidingö, 6490—7000",ref_text,1740,25
297,1,"Wrangel, T., grefvinna, Lidingö, 1920—4700",ref_text,1740,26
297,1,"Wrangel, H., frih., öfverstelöjtn., Stock- sund, 8370—7500",ref_text,1740,27
297,1,"Wrede, A., fröken, Lidingö, 30—7000",ref_text,1740,28
297,1,"Wrede, G., fröken, Lidingö, 30—6900",ref_text,1740,29
297,1,"Wrede, F., grefve, ryttm., Lidingö, 8770 —13500",ref_text,1740,30
297,1,"Wretlind, E. P., civiling., Brännkyrka, 4100—3800",ref_text,1740,31
297,2,"Vretling, G. A., kamm.-skrifv., Bromma, 5430—5100",ref_text,1740,1
297,2,"Wulf, J., disp., Färentuna, 6020—3200",ref_text,1740,2
297,2,"Wulff, H., konsul, Djursholm, 6930—15400",ref_text,1740,3
297,2,"Wåhlin, L. S. C., kammarr.-råd, Lidingö, 11840—15000",ref_text,1740,4
297,2,"Wälinder, E., kyrkoh., Almunge, 3090—4500",ref_text,1740,5
297,2,"Wällgren, E. F., dir., Storängen, 17000—16900",ref_text,1740,6
297,2,"Wängenberg, Th., syssloman, Österhaninge, 4100—3800",ref_text,1740,7
297,2,"Yngström, Å., komm.-kamrer, Nacka, 4790—4500",ref_text,1740,8
297,2,"Ygberg, H. O., stadsing., Bromma, 13060—14000",ref_text,1740,9
297,2,"hustru, 675—700",ref_text,1740,10
297,2,"Zamore, O. K., revisor, Nacka, 4525—4300",ref_text,1740,11
297,2,"Zangelin, C. J., handl., Solhem, 5540—6500",ref_text,1740,12
297,2,"Zanoni, C. J. N., landtbr., Rådmansö, 3500—4800",ref_text,1740,13
297,2,"Zeinwoldt, F. O., ing., Lidingö, 6070—17200",ref_text,1740,14
297,2,"Zethelius, A. V., kassör, Saltsjöbaden, 3413—4800",ref_text,1740,15
297,2,"Zetterberg, K. E., fanérhandl., Salem, -8700",ref_text,1740,16
297,2,"Zetterberg, C., godsäg., Lidingö, 1310—7300",ref_text,1740,17
297,2,"Zetterblad, A. P., med. lic., Ösmo, 4110—3700",ref_text,1740,18
297,2,"Zetterqvist, I., kyrkoh., Tyresö, 5445—5800",ref_text,1740,19
297,2,"Ziebler, M., disp., Solhem, 4800—4300",ref_text,1740,20
297,2,"Zielfeldt, A., bankdir., Stocksund, 15260 —15700",ref_text,1740,21
297,2,"Zimmer, H., kamrer, Stocksund, 6120—7900",ref_text,1740,22
297,2,"Zimmer, F. V., tjm., Stocksund, 6380—6300",ref_text,1740,23
297,2,"Zimmerman, V. H. M., tjm., Djursholm, 4400—7000",ref_text,1740,24
297,2,"Åberg, A., Spånga, 4380—3500",ref_text,1740,25
297,2,"Åberg, E. M., ing., Botkyrka, 5320—4800",ref_text,1740,26
297,2,"Åberg, J. G., revisor, Almarestäket, 4610 —7000",ref_text,1740,27
298,1,"Ågren, L. J. V., fil. lic., Djursholm, 4990—4500",ref_text,1530,1
298,1,"Ågren, C. S., försäkringstjm., Råsunda, 6530—5900",ref_text,1530,2
298,1,"Ågren, P. O., stationsinsp., Sundbyberg, 5170—5300",ref_text,1530,3
298,1,"Ählfeldt, Aug., källarm., Saltsjöbaden, 7700—",ref_text,1530,4
298,1,"Ählin, Nils, distriktslandtm., Lidingö, 6300 —3800",ref_text,1530,5
298,1,"Ähman, G. H., med. lic., Brännkyrka, 5680 —5400",ref_text,1530,6
298,1,"Åkerhielm, Ebba, frih:a, Österåker, 62970 —99200",ref_text,1530,7
298,1,"Åkerhielm, G. F., frih., kab.-kammarh., Hammarby, 1700—7900",ref_text,1530,8
298,1,"Åkerholm, Hj., köpman, Storängen, 4500 —4500",ref_text,1530,9
298,1,"Åkerlund, And. Gust., Nynäshamn, 4620 —5900",ref_text,1530,10
298,1,"Åkerlund, E., godsägare, Rö, 3030—6100",ref_text,1530,11
298,1,"Äkerlund, A. J. E., handl., Djursholm, 13360—13000",ref_text,1530,12
298,1,"Åkerlund, N. G. E., kapten, Oscar Fredriksborg, 4200—3900",ref_text,1530,13
298,1,"Äkerman, Louise, frih:a, Djursholm, 7940 —12300",ref_text,1530,14
298,1,"Äkerman, S., trävaruhandl., Södertälje, 5530—4600",ref_text,1530,15
298,1,"Åkersson, A. A., änkefru, Södertälje, 4400 —4700",ref_text,1530,16
298,1,"Åkerstedt, N. V., kontorist, Råsunda, 4680—4200",ref_text,1530,17
298,1,"Ålander, J., änkefru, Skeptuna, 1169—4300",ref_text,1530,18
298,1,"Alund, E. K., handskfabrikör, Lidingö, —6000",ref_text,1530,19
298,1,"Äman, J. A., handelsr., Almarestäket, 4500 —4000",ref_text,1530,20
298,1,"Angbåtsaktiebolaget Ljusterö, Ljusterö, 5510—5500",ref_text,1530,21
298,1,"Angfartygsaktiebolaget Östanå, Roslagskulla, 12890—12800",ref_text,1530,22
298,1,"Arsta aktiebolag, Österhaninge, 20000—",ref_text,1530,23
298,1,"Astrand, G., kapten, Saltsjöbaden, 9052—8900",ref_text,1530,24
298,1,"Astrand, G. R., registrator, Djursholm, 15280—15800",ref_text,1530,25
298,1,"Aström, C. G., dir., Lidingö, 24500—17800",ref_text,1530,26
298,1,"Aström, H. K., fröken, Gustafsberg, 4310—4300",ref_text,1530,27
298,1,"Aström, E. L., juvelerare, Lidingö, 23000 —21700",ref_text,1530,28
298,2,"Aström, C. F., öfverlots, Djurö, 5260—5500",ref_text,1530,1
298,2,"Öberg, Carl, agent, Djursholm, 5160—6700",ref_text,1530,2
298,2,"Öberg, C. E., verkm., Brännkyrka, 5580 —6100",ref_text,1530,3
298,2,"Öbrink,P.,kyrkoh.,Väddö,2690—4000",ref_text,1530,4
298,2,"Obrink,Erik,verkm.,Solna,4660-4200",ref_text,1530,5
298,2,"Ödman, Karl, ing., Spånga, 6240—11900",ref_text,1530,6
298,2,"Ödmans, N. P., lektor, stärbh., Råsunda, 5640—6300",ref_text,1530,7
298,2,"Öfverholm, Ivan, byrådir., Stocksund, 11830—11800",ref_text,1530,8
298,2,"Öfverström, S., postm., Östhammar, 4673 —4100",ref_text,1530,9
298,2,"Öhlin,K.,handl.,Sundbyberg,6020—5600",ref_text,1530,10
298,2,"Öhlund, Joh:s, tjm., Lidingö, 7210—6100",ref_text,1530,11
298,2,"Öhman, Ad., adv., Djursholm, 7300—50600",ref_text,1530,12
298,2,"Öhman, K., godsägare, Ytterjärna, 30—5400",ref_text,1530,13
298,2,"Öhman, Ivar, häradsh., Stocksund, 14590 —13800",ref_text,1530,14
298,2,"Öhman, N. J., kontorsskr., Södertälje, 4850—4300",ref_text,1530,15
298,2,"Öhrn, G. E., bergsing., Lidingö, 7500—7400",ref_text,1530,16
298,2,"Öhrvall, A. E. M., sjökapten, Råsunda, 14970—14000",ref_text,1530,17
298,2,"Öhrvall, A. O. F., studerande, Råsunda, 8080—8900",ref_text,1530,18
298,2,"Östberg, Clas, adv., Tureberg, 810—9600",ref_text,1530,19
298,2,"Östberg, J. F., järnvägsbokh., Rotebro, 4720—4600",ref_text,1530,20
298,2,"Österberg, Anders, fabrikör, Sundbyberg, 4000—4000",ref_text,1530,21
298,2,"Österberg, Th., kontrollör, Rotebro, 5410 —5400",ref_text,1530,22
298,2,"Österman, J. A., f. d. kronolots, Furu- sund, 3540—5900",ref_text,1530,23
298,2,"Östergren, C. A., bankkamrer, Norrtälje, 5689—3800",ref_text,1530,24
298,2,"Österman, C. E., sjökapten, Öregrund, 4450—4600",ref_text,1530,25
298,2,"Östgren, Alb., kyrkoh., Roslagsbro, 5700 —5300",ref_text,1530,26
298,2,"Östhammars tidnings tryckeriaktiebolag, Östhammar, 4430—4400",ref_text,1530,27
298,2,"Östman, Gottfrid, Tveta, 7500—3300",ref_text,1530,28
299,1,i största urval och i alla storlekar,text,250,1
299,1,Afdelning för,text,250,2
299,1,"GOSS=KLÄDER,",text,250,3
299,1,"FLICK=KLÄDER,",text,250,4
299,1,"Regnkragar, Hattar, Mössor, Bahytter, Underkläder, Strumpor, Skodon m. m. m. m.",text,250,5
299,1,KEMBELS,text,250,6
299,1,Eleganta — Solida — I längden billigast.,text,250,7
299,1,KEMBELS SKOFABRIKS-A.-B.,text,250,8
299,2,Ingång från 74:an,text,250,1
299,2,"n. b. Sport- Blus- och Jack-Kostymer. Öfver-Rockar och Kavajer, Ulstrar, Regn-Rockar, Hufvudbonader m. m.",text,250,2
299,2,"1 tr. upp. Kappor, Kavajer, Klädningar, Pro-menaddräkter, samt alla sorters småkläder.",text,250,3
299,2,För gossar och flickor:,text,250,4
299,2,Beställningar utföras.,text,250,5
299,2,handmetod är Sveriges förnämsta fabrikat,text,250,6
299,2,i Dam- Herr- och Barn-SKODON.,text,250,7
299,2,65,text,250,8
299,2,Drottninggatan 65,text,250,9
299,2,Hörnet af Kungsgatan,text,250,10
300,1,"J. CHAIGNEAU & C:o, Bordeaux, Bordeauxviner & Cognac.",text,225,1
300,1,"C. MAREY & LIGER BELAIR, Nuits, Bourgogneviner.",text,225,2
300,1,"DUMINY & C:o, Ay (Champagne), Champagne.",text,225,3
300,1,"J. BERNEY, Mainz, Rhen- och Moselviner.",text,225,4
300,1,"HESSELINK FRÈRES & C:o, Compania Holandesa, Arnhem, Spanska, Portugisiska & Madeiraviner m. fl.",text,225,5
300,1,Begär prisuppgift!,text,225,6
300,1,"handskar, gummikappor m. m.",text,225,7
300,1,5,text,225,8
300,1,Malmtorgsgatan 5,text,225,9
300,1,R. T. 120 30.,text,225,10
300,2,Representant för,text,225,1
300,2,Profver gratis och franko på begäran.,text,225,2
300,2,Knngl. Hofleverantör,text,225,3
300,2,A. T. 105 05.,text,225,4
300,2,"Macleay, Duff & Co.,",text,225,5
300,2,GLASGOW,text,225,6
300,2,Rikstel. 58 78.,text,225,7
301,1,Svenska,text,235,1
301,1,Stiftadt,text,235,2
301,1,år 1884,text,235,3
301,1,Viner & Spirituosa,text,235,4
301,1,"Rikstel. 3 91,",text,235,5
301,1,"Eleganta, Hållbara och Prisbilliga",text,235,6
301,1,af alla sorter köpas fördelaktigast i,text,235,7
301,1,"Skomagasinet ""REGINA"" o. Skoaffären ""GÖTA""",text,235,8
301,1,Vesterlånggatan 75,text,235,9
301,1,Allm. Tel. 13 55.,text,235,10
301,1,Barnskodon till fabrikspriser. Reparationer emottagas.,text,235,11
301,2,Allm. Tel. 26 96,text,235,1
301,2,Riks Tel. 45 24,text,235,2
301,2,Aktiebolaget,text,235,3
301,2,63 B Slussplan 63 B.,text,235,4
301,2,1,text,235,5
301,2,Nybrogatan 1,text,235,6
301,2,Allm. Tel. 603 - 5029.,text,235,7
301,2,SKODON,text,235,8
301,2,Bryggaregatan 10,text,235,9
301,2,Allm. Tel. 201 54.,text,235,10
302,1,Riks & Allm. Tel. 76 54.,text,280,1
302,1,"F. H. BROWN, Bordeaux .... Bordeauxvin & Cognac",text,280,2
302,1,"JULES VATEL & C:o, Epernay .... Champagne",text,280,3
302,1,"VINCENT FRERES, Beaune...... Bourgognevin",text,280,4
302,1,"FINCK-HAFFNER, Mainz .... Rhen- och Moselvin",text,280,5
302,1,"W. CHILLINGWORTH & SON, London ..... Sherry & Portvin",text,280,6
302,1,"FR. J. VASCONCELLOS, Madeira ....Madeiravin",text,280,7
302,1,"WILLIAM FOULDS & C:o, Paisley ...... Whisky",text,280,8
302,1,OBS.! Priskurant och profver sändas på begäran.,text,280,9
302,1,"Stockholms Stads, Stockholms Villastäders och Stockholms Läns Landskommuners Taxeringskalenders Distributionsbyrå, Expedition och Redaktion är belägen i Cardellgatan 5, n. b.",text,280,10
302,1,Till expeditionen: för bokhandlande Riks 134; allm. tel. 65 57.,text,280,11
302,1,Till redaktionen: Riks Ö. 1017; allm. tel. Ö. 40116.,text,280,12
302,2,13,text,280,1
302,2,Stureplan 13,text,280,2
302,2,Telegramadress: ▶Tornoff,text,280,3
302,2,levererar,text,280,4
302,2,såväl direkt från produktionsorterna som från lager,text,280,5
302,2,BÄST och BILLIGAST,text,280,6
302,2,Generalagent för:,text,280,7
302,2,Kungl. Hofleverantör.,text,280,8
302,2,Telefoner:,text,280,9
303,1,"Emottager penningar på depositions-, kapital-, sparkasse- samt upp- och afskrifningsräkning, diskonterar växlar, beviljar lån och kassakreditiver, försäljer postremissväxlar, ombesörjer inkasseringar m. m.",text,175,1
303,1,"upptagande omkring 15,000",text,175,2
303,1,"taxeringsuppgifter å personer och bolag i rikets samtliga städer (100) utom Stockholm, som har egen kalender.",text,175,3
303,1,Inkassering af fordringar på alla platser. Soliditetsupplysningar.,text,175,4
303,1,Jönköpings Juridiska Byrå,text,175,5
303,1,Hamngatan 15,text,175,6
303,1,STOCKHOLM.,text,175,7
303,1,Afdelningskontor i,text,175,8
303,1,JÖNKÖPING.,text,175,9
303,2,"Hufvudkontor: Fredsgatan 6, Stockholm.",text,175,1
303,2,(Stockholms separat),text,175,2
304,2,"Inkasseringar, rättegångar, konkursbe- vakningar samt öfriga juridiska uppdrag.",text,205,1
304,2,Sterbhus- och konkursutredningar.,text,205,2
306,2,(Lördagar och helgdagsaftnar 10–2.),text,130,1
